DateFacturation_FK;Site_FK;Produit_FK;Client_FK;PrixCatalogue;Remise;CA;Marge;CoutDirectMatiere;CoutDirectMainOeuvre;CoutIndirect;Quantite;NumFacture
20210625;15;0;44;206.00;3.00;204.00;73.00;69.00;59.00;3.00;2.00;F138
20210626;15;0;44;108.00;5.00;103.00;21.00;46.00;34.00;2.00;1.00;F139
20210628;15;0;38;81.00;2.00;79.00;29.00;31.00;17.00;2.00;1.00;F140
20210703;15;0;36;158.00;7.00;152.00;55.00;46.00;49.00;2.00;2.00;F141
20210630;15;0;38;228.00;7.00;222.00;74.00;75.00;69.00;4.00;2.00;F15
20210705;15;0;37;72.00;4.00;68.00;11.00;39.00;17.00;1.00;1.00;F170
20210703;15;0;42;120.00;0.00;120.00;33.00;70.00;16.00;1.00;2.00;F142
20210703;15;0;41;150.00;0.00;150.00;53.00;65.00;30.00;2.00;2.00;F143
20210707;15;0;37;159.00;5.00;153.00;65.00;57.00;29.00;2.00;3.00;F144
20210708;15;0;37;214.00;9.00;206.00;81.00;87.00;34.00;4.00;2.00;F145
20210705;15;0;43;101.00;3.00;98.00;26.00;37.00;33.00;2.00;1.00;F146
20210708;15;0;43;70.00;1.00;69.00;30.00;28.00;10.00;1.00;1.00;F147
20210713;15;0;44;236.00;5.00;232.00;94.00;100.00;36.00;2.00;2.00;F148
20210712;15;0;42;1050.00;42.00;1008.00;302.00;423.00;265.00;18.00;2.00;F149
20210711;15;0;42;71.00;2.00;69.00;10.00;36.00;22.00;1.00;1.00;F150
20210714;15;0;45;778.00;32.00;746.00;253.00;358.00;125.00;10.00;1.00;F151
20210712;15;0;45;478.00;0.00;478.00;136.00;167.00;166.00;9.00;1.00;F16
20210716;15;0;41;2130.00;86.00;624.00;215.00;212.00;187.00;10.00;3.00;F182
20210718;15;0;44;2217.00;23.00;2193.00;919.00;899.00;341.00;34.00;3.00;F152
20210720;15;0;43;105.00;6.00;99.00;39.00;37.00;21.00;2.00;1.00;F153
20210721;15;0;40;55.00;0.00;55.00;22.00;20.00;12.00;1.00;1.00;F154
20210721;15;0;39;93.00;2.00;91.00;16.00;50.00;23.00;2.00;1.00;F155
20210721;15;0;41;165.00;4.00;162.00;53.00;73.00;33.00;3.00;3.00;F156
20210725;15;0;39;180.00;4.00;176.00;81.00;72.00;21.00;2.00;2.00;F157
20210723;15;0;41;119.00;3.00;116.00;44.00;55.00;15.00;2.00;1.00;F158
20210722;15;0;38;98.00;5.00;93.00;28.00;51.00;12.00;2.00;1.00;F159
20210725;15;0;41;78.00;4.00;74.00;14.00;39.00;20.00;1.00;1.00;F160
20210724;15;0;38;669.00;7.00;662.00;338.00;232.00;79.00;13.00;1.00;F161
20210727;15;0;37;1000.00;50.00;950.00;356.00;447.00;136.00;11.00;2.00;F17
20210729;15;0;37;532.00;0.00;532.00;116.00;261.00;146.00;9.00;1.00;F194
20210801;15;0;45;119.00;4.00;115.00;32.00;51.00;30.00;2.00;1.00;F162
20210727;15;0;37;1262.00;13.00;1250.00;266.00;675.00;284.00;25.00;2.00;F163
20210801;15;0;38;806.00;33.00;774.00;213.00;317.00;232.00;12.00;2.00;F164
20210730;15;0;43;83.00;3.00;80.00;35.00;34.00;10.00;1.00;1.00;F165
20210730;15;0;44;153.00;0.00;153.00;43.00;70.00;38.00;2.00;3.00;F166
20210803;15;0;44;683.00;21.00;662.00;313.00;212.00;127.00;10.00;1.00;F167
20210802;15;0;41;165.00;7.00;159.00;32.00;70.00;55.00;2.00;3.00;F168
20210802;15;0;41;273.00;11.00;261.00;129.00;91.00;37.00;4.00;3.00;F169
20210806;15;0;44;83.00;4.00;79.00;37.00;30.00;11.00;1.00;1.00;F170
20210804;15;0;43;279.00;6.00;273.00;69.00;128.00;72.00;4.00;3.00;F171
20210810;15;0;36;1578.00;64.00;1515.00;741.00;545.00;199.00;30.00;3.00;F18
20210811;15;0;43;106.00;0.00;106.00;7.00;60.00;37.00;2.00;1.00;F206
20210813;15;0;38;73.00;0.00;73.00;17.00;44.00;11.00;1.00;1.00;F172
20210814;15;0;42;75.00;1.00;74.00;27.00;29.00;17.00;1.00;1.00;F173
20210814;15;0;41;1488.00;60.00;1428.00;182.00;714.00;512.00;20.00;3.00;F174
20210810;15;0;38;291.00;9.00;282.00;49.00;155.00;74.00;4.00;3.00;F175
20210814;15;0;38;76.00;1.00;75.00;30.00;29.00;15.00;1.00;1.00;F176
20210817;15;0;45;114.00;4.00;110.00;48.00;34.00;26.00;2.00;1.00;F177
20210818;15;0;42;98.00;0.00;98.00;31.00;45.00;21.00;1.00;1.00;F178
20210815;15;0;43;204.00;7.00;198.00;65.00;107.00;24.00;2.00;3.00;F179
20210817;15;0;39;174.00;9.00;166.00;89.00;51.00;24.00;2.00;2.00;F180
20210820;15;0;43;174.00;7.00;168.00;78.00;59.00;28.00;3.00;3.00;F181
20210819;15;0;38;1584.00;48.00;1536.00;511.00;584.00;423.00;18.00;2.00;F19
20210824;15;0;43;68.00;0.00;68.00;16.00;41.00;10.00;1.00;1.00;F218
20210821;15;0;42;2028.00;82.00;1947.00;186.00;1071.00;652.00;38.00;3.00;F182
20210823;15;0;40;1366.00;28.00;1338.00;549.00;589.00;176.00;24.00;2.00;F183
20210822;15;0;43;66.00;3.00;63.00;17.00;37.00;8.00;1.00;1.00;F184
20210828;15;0;41;722.00;0.00;722.00;86.00;375.00;251.00;10.00;1.00;F185
20210826;15;0;43;1294.00;26.00;1268.00;496.00;406.00;349.00;17.00;2.00;F186
20210826;15;0;41;627.00;7.00;620.00;87.00;322.00;200.00;11.00;1.00;F187
20210829;15;0;37;96.00;4.00;92.00;30.00;29.00;32.00;1.00;1.00;F188
20210829;15;0;39;206.00;9.00;198.00;97.00;69.00;28.00;4.00;2.00;F189
20210830;15;0;42;116.00;4.00;112.00;33.00;52.00;25.00;2.00;1.00;F2
20210828;15;0;38;177.00;6.00;54.00;14.00;30.00;9.00;1.00;3.00;F228
20210830;15;0;37;249.00;0.00;249.00;75.00;120.00;51.00;3.00;3.00;F2
20210901;15;0;44;291.00;12.00;279.00;95.00;120.00;60.00;4.00;3.00;F3
20210904;15;0;41;178.00;8.00;170.00;69.00;66.00;32.00;3.00;2.00;F4
20210905;15;0;37;1458.00;30.00;1428.00;185.00;728.00;495.00;20.00;2.00;F5
20210903;15;0;44;1470.00;45.00;1426.00;469.00;585.00;358.00;14.00;2.00;F6
20210906;15;0;45;324.00;17.00;306.00;51.00;184.00;66.00;5.00;3.00;F7
20210907;15;0;39;138.00;7.00;132.00;35.00;63.00;32.00;2.00;2.00;F8
20210906;15;0;43;406.00;21.00;385.00;113.00;216.00;51.00;5.00;1.00;F9
20210907;15;0;40;72.00;2.00;70.00;34.00;22.00;13.00;1.00;1.00;F10
20210909;15;0;42;153.00;4.00;150.00;46.00;84.00;18.00;2.00;3.00;F11
20210909;15;0;42;276.00;3.00;273.00;99.00;120.00;49.00;5.00;3.00;F2
20210913;15;0;44;725.00;29.00;696.00;109.00;348.00;225.00;14.00;1.00;F240
20210911;15;0;41;61.00;2.00;59.00;12.00;33.00;13.00;1.00;1.00;F12
20210912;15;0;39;1830.00;0.00;1830.00;894.00;677.00;241.00;18.00;3.00;F13
20210916;15;0;41;1174.00;0.00;1174.00;260.00;505.00;393.00;16.00;2.00;F14
20210914;15;0;41;83.00;0.00;83.00;26.00;35.00;21.00;1.00;1.00;F15
20210917;15;0;44;490.00;20.00;470.00;200.00;202.00;62.00;6.00;1.00;F16
20210914;15;0;39;210.00;9.00;202.00;89.00;71.00;39.00;3.00;2.00;F17
20210918;15;0;37;1430.00;0.00;1430.00;336.00;701.00;376.00;17.00;2.00;F18
20210920;15;0;39;600.00;0.00;600.00;304.00;198.00;86.00;12.00;1.00;F19
20210921;15;0;40;1548.00;78.00;1470.00;476.00;441.00;527.00;26.00;2.00;F20
20210924;15;0;44;1839.00;56.00;1782.00;696.00;838.00;213.00;35.00;3.00;F21
20210920;15;0;41;234.00;3.00;232.00;110.00;90.00;28.00;4.00;2.00;F3
20210926;15;0;39;456.00;10.00;446.00;192.00;138.00;107.00;9.00;1.00;F252
20210923;15;0;37;2088.00;21.00;2067.00;932.00;723.00;371.00;41.00;3.00;F22
20210927;15;0;42;261.00;3.00;258.00;87.00;93.00;74.00;4.00;3.00;F23
20210927;15;0;36;59.00;1.00;58.00;4.00;34.00;19.00;1.00;1.00;F2
20210929;15;0;39;1476.00;15.00;724.00;307.00;239.00;165.00;13.00;2.00;F256
20210929;15;0;42;747.00;30.00;717.00;297.00;237.00;172.00;11.00;1.00;F2
20210930;15;0;45;2001.00;21.00;1980.00;532.00;1109.00;308.00;31.00;3.00;F3
20211001;15;0;44;87.00;5.00;82.00;24.00;46.00;11.00;1.00;1.00;F4
20211003;15;0;41;1128.00;34.00;1094.00;412.00;514.00;157.00;11.00;2.00;F5
20210929;15;0;37;644.00;26.00;618.00;93.00;328.00;185.00;12.00;1.00;F6
20211001;15;0;37;118.00;4.00;114.00;18.00;64.00;30.00;2.00;2.00;F7
20211003;15;0;45;201.00;7.00;195.00;67.00;72.00;54.00;2.00;3.00;F8
20211005;15;0;39;1346.00;0.00;1346.00;359.00;727.00;242.00;18.00;2.00;F9
20211009;15;0;45;483.00;5.00;478.00;130.00;234.00;109.00;5.00;1.00;F10
20211009;15;0;38;114.00;2.00;112.00;47.00;35.00;28.00;2.00;2.00;F11
20211007;15;0;38;464.00;10.00;454.00;172.00;218.00;60.00;4.00;1.00;F2
20211008;15;0;38;664.00;0.00;664.00;180.00;286.00;191.00;7.00;1.00;F268
20211007;15;0;45;1004.00;41.00;964.00;327.00;405.00;219.00;13.00;2.00;F12
20211011;15;0;41;212.00;5.00;208.00;62.00;102.00;40.00;4.00;2.00;F13
20211012;15;0;41;655.00;20.00;635.00;227.00;298.00;99.00;11.00;1.00;F14
20211011;15;0;40;114.00;5.00;109.00;41.00;53.00;14.00;1.00;1.00;F15
20211012;15;0;45;1242.00;63.00;1180.00;360.00;649.00;155.00;16.00;2.00;F16
20211013;15;0;38;1386.00;70.00;1317.00;326.00;724.00;252.00;15.00;3.00;F17
20211014;15;0;42;1020.00;0.00;1020.00;130.00;510.00;366.00;14.00;2.00;F18
20211017;15;0;39;116.00;5.00;112.00;58.00;34.00;19.00;1.00;2.00;F19
20211019;15;0;36;112.00;6.00;106.00;39.00;48.00;17.00;2.00;2.00;F20
20211018;15;0;36;998.00;0.00;998.00;336.00;429.00;215.00;18.00;2.00;F21
20211021;15;0;36;916.00;10.00;906.00;77.00;535.00;282.00;12.00;2.00;F3
20211021;15;0;40;1534.00;47.00;720.00;237.00;288.00;181.00;14.00;2.00;F280
20211025;15;0;45;1230.00;37.00;1194.00;217.00;537.00;428.00;12.00;3.00;F22
20211025;15;0;37;170.00;4.00;166.00;19.00;85.00;60.00;2.00;2.00;F23
20211024;15;0;37;72.00;2.00;70.00;19.00;33.00;17.00;1.00;1.00;F2
20211027;15;0;44;82.00;1.00;81.00;29.00;36.00;15.00;1.00;1.00;F284
20211026;15;0;39;324.00;10.00;315.00;115.00;129.00;68.00;3.00;3.00;F2
20211027;15;0;44;153.00;0.00;153.00;22.00;78.00;51.00;2.00;3.00;F3
20211027;15;0;40;170.00;7.00;164.00;38.00;93.00;31.00;2.00;2.00;F4
20211027;15;0;43;113.00;2.00;111.00;46.00;39.00;24.00;2.00;1.00;F5
20211030;15;0;44;109.00;2.00;107.00;53.00;35.00;17.00;2.00;1.00;F6
20211102;15;0;45;93.00;0.00;93.00;8.00;53.00;31.00;1.00;1.00;F7
20211031;15;0;44;124.00;3.00;122.00;68.00;37.00;15.00;2.00;2.00;F8
20211105;15;0;40;1395.00;42.00;1353.00;401.00;528.00;405.00;19.00;3.00;F9
20211102;15;0;40;282.00;0.00;282.00;82.00;113.00;81.00;6.00;3.00;F10
20211105;15;0;41;2343.00;47.00;2295.00;594.00;1010.00;659.00;32.00;3.00;F11
20211108;15;0;43;226.00;5.00;222.00;81.00;89.00;48.00;4.00;2.00;F2
20211109;15;0;43;61.00;2.00;59.00;29.00;18.00;11.00;1.00;1.00;F296
20211109;15;0;41;67.00;2.00;65.00;16.00;36.00;12.00;1.00;1.00;F12
20211106;15;0;44;112.00;0.00;112.00;31.00;64.00;15.00;2.00;2.00;F13
20211112;15;0;36;198.00;4.00;195.00;16.00;117.00;58.00;4.00;3.00;F14
20211113;15;0;36;156.00;0.00;156.00;38.00;94.00;22.00;2.00;3.00;F15
20211110;15;0;42;207.00;0.00;207.00;70.00;85.00;50.00;2.00;3.00;F16
20211114;15;0;42;165.00;2.00;162.00;88.00;53.00;19.00;2.00;3.00;F17
20211113;15;0;43;1815.00;19.00;1797.00;676.00;845.00;258.00;18.00;3.00;F18
20211116;15;0;41;168.00;6.00;162.00;79.00;53.00;27.00;3.00;3.00;F19
20211117;15;0;40;115.00;5.00;110.00;40.00;55.00;13.00;2.00;1.00;F20
20211118;15;0;41;333.00;14.00;318.00;40.00;175.00;99.00;4.00;3.00;F2
20211119;15;0;44;118.00;0.00;60.00;22.00;23.00;14.00;1.00;2.00;F307
20211117;15;0;39;760.00;38.00;722.00;64.00;426.00;225.00;7.00;1.00;F2
20211117;15;0;37;213.00;7.00;207.00;34.00;116.00;55.00;2.00;3.00;F3
20211120;15;0;43;291.00;15.00;276.00;79.00;141.00;53.00;3.00;3.00;F4
20211123;15;0;45;51.00;3.00;48.00;14.00;23.00;10.00;1.00;1.00;F5
20211123;15;0;36;282.00;0.00;282.00;62.00;118.00;98.00;4.00;3.00;F6
20211125;15;0;45;264.00;0.00;264.00;63.00;143.00;54.00;4.00;3.00;F7
20211124;15;0;38;631.00;26.00;605.00;206.00;254.00;138.00;7.00;1.00;F8
20211128;15;0;40;57.00;3.00;54.00;20.00;22.00;11.00;1.00;1.00;F9
20211125;15;0;43;103.00;4.00;99.00;41.00;37.00;20.00;1.00;1.00;F10
20211127;15;0;36;119.00;0.00;119.00;8.00;69.00;41.00;1.00;1.00;F11
20211130;15;0;43;535.00;17.00;518.00;138.00;269.00;105.00;6.00;1.00;F2
20211130;15;0;38;170.00;0.00;86.00;18.00;52.00;14.00;2.00;2.00;F319
20211130;15;0;42;104.00;3.00;102.00;26.00;51.00;24.00;1.00;2.00;F12
20211129;15;0;36;108.00;2.00;106.00;35.00;33.00;36.00;2.00;2.00;F2
20211201;15;0;41;1030.00;52.00;464.00;96.00;241.00;122.00;5.00;2.00;F322
20211203;15;0;43;79.00;1.00;78.00;35.00;30.00;12.00;1.00;1.00;F2
20211203;15;0;37;90.00;1.00;89.00;6.00;52.00;29.00;2.00;1.00;F3
20211207;15;0;42;504.00;11.00;493.00;159.00;163.00;165.00;6.00;1.00;F4
20211205;15;0;39;677.00;28.00;649.00;260.00;247.00;132.00;10.00;1.00;F5
20211207;15;0;40;234.00;10.00;224.00;62.00;87.00;72.00;3.00;2.00;F6
20211207;15;0;39;150.00;2.00;147.00;24.00;81.00;40.00;2.00;3.00;F7
20211209;15;0;36;86.00;2.00;84.00;21.00;39.00;22.00;2.00;1.00;F8
20211213;15;0;45;318.00;16.00;303.00;140.00;115.00;43.00;5.00;3.00;F2
20211215;15;0;45;1360.00;28.00;652.00;84.00;333.00;226.00;9.00;2.00;F331
20211212;15;0;36;522.00;11.00;511.00;55.00;271.00;177.00;8.00;1.00;F2
20211213;15;0;36;822.00;17.00;806.00;215.00;355.00;222.00;14.00;2.00;F3
20211215;15;0;42;1593.00;16.00;1578.00;236.00;915.00;396.00;31.00;3.00;F4
20211213;15;0;43;577.00;6.00;571.00;172.00;217.00;171.00;11.00;1.00;F5
20211215;15;0;37;144.00;5.00;140.00;16.00;74.00;48.00;2.00;2.00;F6
20211218;15;0;43;195.00;6.00;189.00;77.00;66.00;43.00;3.00;3.00;F7
20211220;15;0;42;478.00;24.00;454.00;155.00;241.00;54.00;4.00;1.00;F8
20211217;15;0;42;401.00;17.00;384.00;164.00;119.00;96.00;5.00;1.00;F9
20211219;15;0;36;88.00;3.00;85.00;9.00;48.00;27.00;1.00;1.00;F10
20211221;15;0;40;51.00;1.00;50.00;11.00;27.00;11.00;1.00;1.00;F11
20211221;15;0;44;213.00;7.00;207.00;45.00;118.00;40.00;4.00;3.00;F2
20211223;15;0;45;270.00;9.00;81.00;30.00;26.00;23.00;2.00;3.00;F343
20211221;15;0;37;219.00;11.00;207.00;56.00;112.00;35.00;4.00;3.00;F12
20211227;15;0;40;148.00;0.00;148.00;46.00;67.00;34.00;1.00;2.00;F13
20211226;15;0;36;182.00;6.00;176.00;28.00;92.00;53.00;3.00;2.00;F14
20211227;15;0;43;1452.00;73.00;1380.00;308.00;814.00;231.00;27.00;2.00;F15
20211230;15;0;38;1929.00;97.00;1833.00;867.00;715.00;219.00;32.00;3.00;F16
20211228;15;0;39;1866.00;19.00;1848.00;535.00;813.00;464.00;36.00;3.00;F17
20211228;15;0;39;228.00;10.00;219.00;44.00;99.00;73.00;3.00;3.00;F18
20211229;15;0;43;644.00;33.00;611.00;168.00;220.00;212.00;11.00;1.00;F19
20211231;15;0;36;54.00;2.00;52.00;24.00;16.00;11.00;1.00;1.00;F2
20220104;15;0;45;545.00;0.00;545.00;192.00;213.00;130.00;10.00;1.00;F353
20220102;15;0;37;900.00;45.00;856.00;382.00;334.00;123.00;17.00;2.00;F2
20220106;15;0;43;96.00;0.00;96.00;38.00;31.00;26.00;1.00;1.00;F3
20220103;15;0;44;180.00;6.00;174.00;54.00;92.00;25.00;3.00;3.00;F4
20220107;15;0;45;183.00;6.00;177.00;80.00;64.00;30.00;3.00;3.00;F5
20220110;15;0;45;90.00;5.00;85.00;5.00;50.00;28.00;2.00;1.00;F6
20220110;15;0;37;1290.00;0.00;1290.00;311.00;568.00;386.00;25.00;2.00;F7
20220110;15;0;38;1836.00;0.00;1836.00;709.00;863.00;242.00;22.00;3.00;F8
20220108;15;0;39;1556.00;0.00;1556.00;176.00;918.00;447.00;15.00;2.00;F9
20220112;15;0;39;226.00;3.00;224.00;84.00;67.00;70.00;3.00;2.00;F10
20220110;15;0;37;79.00;1.00;78.00;25.00;39.00;12.00;2.00;1.00;F11
20220116;15;0;37;180.00;6.00;174.00;14.00;97.00;60.00;3.00;2.00;F2
20210201;14;27;40;62225.00;18668.00;43557.00;14374.00;9339.00;12257.00;7587.00;95.00;F2
20210301;15;30;42;25704.00;3856.00;21848.00;8302.00;5283.00;6231.00;2032.00;34.00;F3
20210401;14;30;37;11388.00;2278.00;9110.00;2915.00;1549.00;2602.00;2044.00;52.00;F4
20210501;15;34;44;11052.00;995.00;10057.00;3419.00;2124.00;3120.00;1394.00;36.00;F5
20210601;18;28;45;23498.00;4465.00;19033.00;4949.00;5352.00;7887.00;845.00;31.00;F6
20210701;15;31;43;24180.00;4111.00;20069.00;7225.00;3468.00;6165.00;3211.00;78.00;F7
20210801;15;26;40;32844.00;4598.00;28246.00;7062.00;5720.00;8897.00;6567.00;68.00;F8
20210901;18;36;39;9768.00;1758.00;8010.00;2884.00;1897.00;2717.00;512.00;66.00;F9
20211001;14;33;42;23092.00;4387.00;18705.00;5237.00;4040.00;6195.00;3233.00;92.00;F10
20211101;14;34;45;16745.00;670.00;16075.00;4501.00;2894.00;5903.00;2777.00;85.00;F11
20211201;16;27;37;16488.00;3298.00;13190.00;2902.00;4012.00;5350.00;926.00;72.00;F12
20220101;16;29;39;20230.00;3641.00;16589.00;3484.00;4063.00;6028.00;3014.00;70.00;F13
20220201;17;34;41;40650.00;4065.00;36585.00;10244.00;9219.00;15805.00;1317.00;50.00;F14
20220301;15;26;41;50700.00;2535.00;48165.00;9633.00;15413.00;20037.00;3082.00;75.00;F15
20220401;16;29;38;25474.00;4331.00;21143.00;5497.00;5476.00;7510.00;2660.00;94.00;F16
20220501;16;32;42;44135.00;1765.00;42370.00;11016.00;9093.00;15050.00;7211.00;97.00;F17
20220601;18;24;44;35728.00;9289.00;26439.00;5288.00;8037.00;12056.00;1058.00;44.00;F18
20220701;15;28;38;55814.00;8372.00;47442.00;10912.00;13151.00;16804.00;6575.00;86.00;F19
20220801;17;34;41;62350.00;15588.00;46762.00;17302.00;8838.00;15908.00;4714.00;86.00;F20
20220901;18;26;37;23088.00;1385.00;21703.00;5209.00;5278.00;7917.00;3299.00;37.00;F21
20221001;17;24;39;24486.00;4163.00;20323.00;7113.00;4624.00;6869.00;1717.00;33.00;F22
20221101;18;36;43;31875.00;1275.00;30600.00;6120.00;8078.00;12730.00;3672.00;51.00;F23
20221201;15;26;43;17654.00;530.00;17124.00;4281.00;3981.00;5394.00;3468.00;97.00;F24
20210101;15;29;36;20384.00;3465.00;16919.00;5076.00;4145.00;6632.00;1066.00;52.00;F25
20210201;18;35;45;23068.00;2999.00;20069.00;5419.00;4102.00;7911.00;2637.00;79.00;F26
20210301;18;36;40;35497.00;9939.00;25558.00;7156.00;6073.00;8097.00;4232.00;77.00;F27
20210401;18;26;45;34408.00;1032.00;33376.00;9345.00;8651.00;10574.00;4806.00;68.00;F28
20210501;16;24;42;5891.00;236.00;5655.00;1923.00;1194.00;1679.00;859.00;43.00;F29
20210601;15;24;42;6157.00;246.00;5911.00;1300.00;1245.00;2075.00;1291.00;47.00;F30
20210701;16;26;40;9612.00;673.00;8939.00;2682.00;2127.00;2691.00;1439.00;36.00;F31
20210801;15;29;44;12393.00;744.00;11649.00;2912.00;2621.00;4369.00;1747.00;51.00;F32
20210901;18;29;45;56163.00;11794.00;44369.00;13754.00;12246.00;14695.00;3674.00;97.00;F33
20211001;17;33;36;21720.00;4996.00;16724.00;6355.00;3733.00;5807.00;829.00;30.00;F34
20211101;17;35;42;8554.00;1882.00;6672.00;1868.00;1297.00;2738.00;769.00;47.00;F35
20211201;18;31;45;10184.00;2750.00;7434.00;2007.00;2171.00;3202.00;54.00;76.00;F36
20220101;15;25;38;18164.00;1635.00;16529.00;4959.00;4165.00;5438.00;1967.00;76.00;F37
20220201;18;24;44;25376.00;1015.00;24361.00;7308.00;6821.00;8015.00;2217.00;52.00;F38
20220301;18;29;43;11352.00;2952.00;8400.00;2184.00;1989.00;3294.00;933.00;86.00;F39
20220401;16;32;39;60230.00;15058.00;45172.00;11293.00;11519.00;20327.00;2033.00;95.00;F40
20220501;15;35;38;14384.00;3164.00;11220.00;3254.00;2629.00;4700.00;637.00;31.00;F41
20220601;14;33;45;24566.00;7124.00;17442.00;6628.00;3893.00;5299.00;1622.00;71.00;F42
20220701;17;24;36;18349.00;4771.00;13578.00;3259.00;2683.00;4437.00;3199.00;59.00;F43
20220801;16;26;44;43038.00;6456.00;36582.00;11706.00;6717.00;10448.00;7711.00;54.00;F44
20220901;14;29;37;15293.00;612.00;14681.00;3230.00;3779.00;5955.00;1717.00;41.00;F45
20221001;17;31;40;37510.00;7877.00;29633.00;10075.00;7041.00;9975.00;2542.00;55.00;F46
20221101;16;25;43;50526.00;6063.00;44463.00;9782.00;10057.00;14913.00;9711.00;63.00;F47
20221201;15;30;36;10904.00;654.00;10250.00;3075.00;2009.00;4018.00;1148.00;58.00;F48
20210101;18;31;38;57761.00;2888.00;54873.00;13718.00;14816.00;17285.00;9054.00;89.00;F49
20210201;14;31;37;16500.00;1485.00;15015.00;4054.00;4056.00;6467.00;438.00;50.00;F50
20210301;18;35;38;4914.00;147.00;4767.00;1668.00;837.00;1859.00;403.00;42.00;F51
20210401;18;25;40;46645.00;11661.00;34984.00;11195.00;8326.00;9991.00;5472.00;95.00;F52
20210501;15;26;41;23125.00;1850.00;21275.00;7872.00;5093.00;6970.00;1340.00;37.00;F53
20210601;15;32;40;13038.00;1695.00;11343.00;3630.00;2237.00;4319.00;1157.00;82.00;F54
20210701;17;29;45;16562.00;4969.00;11593.00;3014.00;3174.00;3946.00;1459.00;49.00;F55
20210801;15;30;43;62881.00;5030.00;57851.00;21405.00;13121.00;19316.00;4009.00;91.00;F56
20210901;18;31;41;7597.00;1595.00;6002.00;1200.00;1873.00;2209.00;720.00;71.00;F57
20211001;15;29;40;27232.00;5991.00;21241.00;4248.00;4758.00;7647.00;4588.00;92.00;F58
20211101;17;36;45;39618.00;1189.00;38429.00;8070.00;10018.00;16090.00;4251.00;93.00;F59
20211201;14;31;43;39284.00;1964.00;37320.00;12316.00;9251.00;13002.00;2751.00;61.00;F60
20220101;18;32;44;26724.00;2672.00;24052.00;7697.00;6051.00;8341.00;1963.00;51.00;F61
20220201;17;33;36;54312.00;9233.00;45079.00;11270.00;9805.00;17919.00;6085.00;93.00;F62
20220301;16;28;43;21231.00;425.00;20806.00;4785.00;4967.00;8171.00;2883.00;63.00;F63
20220401;16;33;43;60564.00;10296.00;50268.00;16086.00;12306.00;17091.00;4785.00;98.00;F64
20220501;17;32;43;21240.00;1274.00;19966.00;4992.00;5690.00;6738.00;2546.00;72.00;F65
20220601;17;26;36;58619.00;8207.00;50412.00;17140.00;10314.00;18300.00;4658.00;73.00;F66
20220701;18;28;38;39984.00;1599.00;38385.00;9596.00;9212.00;16122.00;3455.00;84.00;F67
20220801;15;27;38;15360.00;3994.00;11366.00;3523.00;2039.00;3372.00;2432.00;40.00;F68
20220901;16;24;39;69888.00;1398.00;68490.00;21232.00;15595.00;18903.00;12760.00;91.00;F69
20221001;14;28;45;13892.00;1667.00;12225.00;4401.00;2112.00;4694.00;1018.00;92.00;F70
20221101;14;31;37;63336.00;7600.00;55736.00;15606.00;16052.00;21670.00;2408.00;78.00;F71
20221201;15;34;40;52114.00;4690.00;47424.00;16124.00;11268.00;15024.00;5008.00;71.00;F72
20210101;14;24;44;71162.00;17791.00;53371.00;17079.00;13065.00;15968.00;7259.00;91.00;F73
20210201;18;31;40;70252.00;9133.00;61119.00;12835.00;12554.00;20279.00;15451.00;91.00;F74
20210301;18;26;40;53312.00;9596.00;43716.00;10492.00;12625.00;14951.00;5648.00;98.00;F75
20210401;16;28;38;31152.00;4673.00;26479.00;7414.00;7054.00;9342.00;2669.00;66.00;F76
20210501;18;31;41;33208.00;8966.00;24242.00;7273.00;5260.00;9503.00;2206.00;56.00;F77
20210601;18;29;39;46956.00;10800.00;36156.00;11570.00;6392.00;9834.00;8360.00;78.00;F78
20210701;14;25;38;34848.00;4530.00;30318.00;9095.00;5306.00;9763.00;6154.00;72.00;F79
20210801;15;26;36;48576.00;11658.00;36918.00;7384.00;10337.00;12995.00;6202.00;66.00;F80
20210901;14;34;42;18348.00;4770.00;13578.00;5160.00;2862.00;4546.00;1010.00;44.00;F81
20211001;18;30;37;12210.00;2564.00;9646.00;2412.00;1953.00;2894.00;2387.00;55.00;F82
20211101;18;25;41;40320.00;6854.00;33466.00;9705.00;8792.00;11881.00;3088.00;60.00;F83
20211201;17;27;42;25344.00;7350.00;17994.00;5038.00;4275.00;7644.00;1037.00;72.00;F84
20220101;17;25;43;30750.00;2460.00;28290.00;10750.00;4911.00;10524.00;2105.00;41.00;F85
20220201;16;26;42;9780.00;1369.00;8411.00;2944.00;1585.00;2296.00;1586.00;60.00;F86
20220301;15;28;44;28728.00;6320.00;22408.00;5826.00;5472.00;8125.00;2985.00;36.00;F87
20220401;18;35;40;8855.00;1771.00;7084.00;2267.00;1541.00;2794.00;482.00;55.00;F88
20220501;14;27;43;16198.00;1296.00;14902.00;5663.00;3511.00;4435.00;1293.00;89.00;F89
20220601;15;27;44;65286.00;18280.00;47006.00;13162.00;11507.00;14553.00;7784.00;93.00;F90
20220701;15;26;38;34496.00;2760.00;31736.00;7934.00;8807.00;10949.00;4046.00;49.00;F91
20220801;15;27;41;17100.00;3933.00;13167.00;3292.00;3654.00;4543.00;1678.00;90.00;F92
20220901;16;32;38;48720.00;8282.00;40438.00;11727.00;7465.00;11772.00;9474.00;60.00;F93
20221001;15;34;36;23736.00;5697.00;18039.00;5772.00;4784.00;7238.00;245.00;43.00;F94
